"Point Path","DTS","Unit","Detection","Value","Channel"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE V-VEL","4/1/2016 11:13:59","mm/s","Peak","0.855243","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE V-VEL","3/31/2016 16:48:36","mm/s","Peak","1.371426","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE V-VEL","3/30/2016 09:23:21","mm/s","Peak","1.636402","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE V-VEL","3/4/2016 08:33:18","mm/s","Peak","1.569109","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE V-VEL","2/28/2016 21:38:43","mm/s","Peak","1.483810","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-VEL","4/1/2016 11:14:10","mm/s","Peak","3.525498","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-VEL","3/31/2016 09:17:04","mm/s","Peak","3.751030","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-VEL","3/30/2016 09:23:49","mm/s","Peak","2.746971","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-VEL","3/4/2016 08:33:31","mm/s","Peak","3.294778","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-VEL","2/28/2016 21:38:52","mm/s","Peak","3.053682","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ENV3","4/1/2016 11:14:15","gE","Peak to Peak","1.496567","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ENV3","3/31/2016 09:17:07","gE","Peak to Peak","1.210608","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ENV3","3/30/2016 09:23:51","gE","Peak to Peak","0.733848","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ENV3","3/4/2016 08:33:41","gE","Peak to Peak","1.525193","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ENV3","2/28/2016 21:38:55","gE","Peak to Peak","0.781762","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ACC","4/1/2016 11:14:20","g","RMS","0.554552","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ACC","3/31/2016 09:17:09","g","RMS","0.374996","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ACC","3/30/2016 09:23:54","g","RMS","0.224586","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ACC","3/4/2016 08:33:52","g","RMS","0.505448","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\1M NDE H-ACC","2/28/2016 21:38:57","g","RMS","0.252602","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE V-VEL","4/1/2016 11:14:29","mm/s","Peak","1.405683","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE V-VEL","3/31/2016 09:17:16","mm/s","Peak","0.845706","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE V-VEL","3/30/2016 09:24:07","mm/s","Peak","1.956160","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE V-VEL","3/4/2016 08:34:04","mm/s","Peak","1.874142","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE V-VEL","2/28/2016 21:39:04","mm/s","Peak","1.816004","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-VEL","4/1/2016 11:15:08","mm/s","Peak","3.529160","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-VEL","3/31/2016 09:17:33","mm/s","Peak","3.526871","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-VEL","3/30/2016 09:24:32","mm/s","Peak","3.357494","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-VEL","3/4/2016 08:34:18","mm/s","Peak","3.041017","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-VEL","2/28/2016 21:39:17","mm/s","Peak","3.201239","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ENV3","4/1/2016 11:15:18","gE","Peak to Peak","1.154698","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ENV3","3/31/2016 09:17:37","gE","Peak to Peak","0.787133","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ENV3","3/30/2016 09:24:35","gE","Peak to Peak","1.094150","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ENV3","3/4/2016 08:34:27","gE","Peak to Peak","1.038240","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ENV3","2/28/2016 21:39:21","gE","Peak to Peak","0.793298","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ACC","4/1/2016 11:15:22","g","RMS","0.342936","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ACC","3/31/2016 09:17:39","g","RMS","0.280664","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ACC","3/30/2016 09:24:38","g","RMS","0.231559","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ACC","3/4/2016 08:34:31","g","RMS","0.243706","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE H-ACC","2/28/2016 21:39:22","g","RMS","0.263421","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE A-VEL","4/1/2016 11:15:37","mm/s","Peak","1.126209","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE A-VEL","3/31/2016 09:17:48","mm/s","Peak","0.903958","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE A-VEL","3/30/2016 09:25:04","mm/s","Peak","1.062197","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE A-VEL","3/4/2016 08:34:46","mm/s","Peak","0.682737","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\2M DE A-VEL","2/28/2016 21:39:31","mm/s","Peak","0.866306","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE V-VEL","4/1/2016 11:15:44","mm/s","Peak","1.263085","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE V-VEL","3/31/2016 09:17:54","mm/s","Peak","1.510132","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE V-VEL","3/30/2016 09:25:15","mm/s","Peak","1.346477","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE V-VEL","3/4/2016 08:34:59","mm/s","Peak","1.835002","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE V-VEL","2/28/2016 21:39:40","mm/s","Peak","2.139424","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-VEL","4/1/2016 11:15:55","mm/s","Peak","3.046052","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-VEL","3/31/2016 09:18:01","mm/s","Peak","4.699393","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-VEL","3/30/2016 09:25:49","mm/s","Peak","3.359935","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-VEL","3/4/2016 08:35:11","mm/s","Peak","4.025849","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-VEL","2/28/2016 21:39:47","mm/s","Peak","3.923765","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ENV3","4/1/2016 11:16:14","gE","Peak to Peak","5.042879","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ENV3","3/31/2016 09:18:06","gE","Peak to Peak","6.134221","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ENV3","3/30/2016 09:25:53","gE","Peak to Peak","5.247353","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ENV3","3/4/2016 08:35:17","gE","Peak to Peak","4.092685","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ENV3","2/28/2016 21:39:52","gE","Peak to Peak","4.890896","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ACC","4/1/2016 11:16:18","g","RMS","1.276528","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ACC","3/31/2016 09:18:08","g","RMS","1.509201","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ACC","3/30/2016 09:25:57","g","RMS","0.950865","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ACC","3/4/2016 08:35:21","g","RMS","0.907529","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE H-ACC","2/28/2016 21:39:53","g","RMS","1.071139","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE A-VEL","4/1/2016 11:16:26","mm/s","Peak","0.902394","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE A-VEL","3/31/2016 09:18:16","mm/s","Peak","1.752983","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE A-VEL","3/30/2016 09:26:12","mm/s","Peak","1.193732","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE A-VEL","3/4/2016 08:35:34","mm/s","Peak","1.897412","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24A\3P DE A-VEL","2/28/2016 21:39:59","mm/s","Peak","2.648091","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","8/9/2016 09:17:54","mm/s","Peak","0.902585","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","7/26/2016 09:06:46","mm/s","Peak","1.417356","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","7/25/2016 23:12:17","mm/s","Peak","1.148602","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","7/1/2016 09:16:09","mm/s","Peak","0.968657","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","6/21/2016 09:27:47","mm/s","Peak","2.496872","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","6/7/2016 09:04:18","mm/s","Peak","1.407361","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","5/24/2016 09:04:59","mm/s","Peak","1.447874","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","5/10/2016 09:03:58","mm/s","Peak","1.004555","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","4/26/2016 09:08:49","mm/s","Peak","1.322977","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","4/12/2016 08:39:56","mm/s","Peak","1.108165","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","4/8/2016 10:20:19","mm/s","Peak","0.536897","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","4/1/2016 15:29:40","mm/s","Peak","1.058382","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","3/31/2016 09:16:30","mm/s","Peak","1.026490","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","3/30/2016 09:21:06","mm/s","Peak","2.312845","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","3/29/2016 09:01:04","mm/s","Peak","2.163305","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","3/16/2016 09:25:41","mm/s","Peak","2.034974","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","1/25/2016 09:22:54","mm/s","Peak","1.645634","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","1/13/2016 09:04:59","mm/s","Peak","2.149876","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE V-VEL","1/7/2016 10:26:55","mm/s","Peak","1.342891","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","8/9/2016 09:18:02","mm/s","Peak","2.861873","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","7/26/2016 09:06:54","mm/s","Peak","2.295602","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","7/25/2016 23:12:25","mm/s","Peak","3.972136","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","7/1/2016 09:16:16","mm/s","Peak","2.762841","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","6/21/2016 09:27:54","mm/s","Peak","2.883694","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","6/7/2016 09:04:32","mm/s","Peak","2.612689","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","5/24/2016 09:05:07","mm/s","Peak","2.783288","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","5/10/2016 09:04:07","mm/s","Peak","2.727287","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","4/26/2016 09:08:57","mm/s","Peak","2.649617","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","4/12/2016 08:40:06","mm/s","Peak","2.084643","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","4/8/2016 10:20:28","mm/s","Peak","1.534700","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","4/1/2016 15:30:04","mm/s","Peak","3.036134","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","3/31/2016 16:49:10","mm/s","Peak","3.695639","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","3/30/2016 09:21:16","mm/s","Peak","4.619740","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","3/29/2016 09:01:14","mm/s","Peak","4.371777","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","3/16/2016 09:26:11","mm/s","Peak","6.583605","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","1/25/2016 09:23:01","mm/s","Peak","3.838618","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","1/13/2016 09:05:05","mm/s","Peak","5.373165","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-VEL","1/7/2016 10:27:06","mm/s","Peak","3.831751","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","8/9/2016 09:18:06","gE","Peak to Peak","1.587756","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","7/26/2016 09:06:57","gE","Peak to Peak","1.095187","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","7/25/2016 23:12:29","gE","Peak to Peak","1.131932","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","7/1/2016 09:16:20","gE","Peak to Peak","1.740837","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","6/21/2016 09:27:58","gE","Peak to Peak","2.221290","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","6/7/2016 09:04:37","gE","Peak to Peak","1.864681","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","5/24/2016 09:05:09","gE","Peak to Peak","1.605762","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","5/10/2016 09:04:11","gE","Peak to Peak","2.088229","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","4/26/2016 09:09:01","gE","Peak to Peak","1.601001","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","4/12/2016 08:40:09","gE","Peak to Peak","1.607166","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","4/8/2016 10:20:33","gE","Peak to Peak","1.467269","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","4/1/2016 15:30:09","gE","Peak to Peak","1.120823","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","3/31/2016 16:49:15","gE","Peak to Peak","1.020112","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","3/30/2016 09:21:19","gE","Peak to Peak","15.200660","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","3/29/2016 09:01:16","gE","Peak to Peak","12.793360","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","3/16/2016 09:26:14","gE","Peak to Peak","12.214730","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","1/25/2016 09:23:19","gE","Peak to Peak","1.827082","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","1/13/2016 09:05:09","gE","Peak to Peak","2.036958","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ENV3","1/7/2016 10:27:10","gE","Peak to Peak","2.198553","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","8/9/2016 09:18:08","g","RMS","0.288095","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","7/26/2016 09:06:59","g","RMS","0.320673","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","7/25/2016 23:12:31","g","RMS","0.310419","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","7/1/2016 09:16:22","g","RMS","0.468566","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","6/21/2016 09:28:00","g","RMS","0.508713","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","6/7/2016 09:04:39","g","RMS","0.536149","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","5/24/2016 09:05:11","g","RMS","0.471374","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","5/10/2016 09:04:12","g","RMS","0.941465","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","4/26/2016 09:09:03","g","RMS","0.621448","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","4/12/2016 08:40:11","g","RMS","0.587115","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","4/8/2016 10:20:35","g","RMS","0.614124","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","4/1/2016 15:30:16","g","RMS","0.687124","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","3/31/2016 16:49:20","g","RMS","0.361980","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","3/30/2016 09:21:21","g","RMS","2.686544","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","3/29/2016 09:01:19","g","RMS","3.379315","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","3/16/2016 09:26:16","g","RMS","2.448347","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","1/25/2016 09:23:22","g","RMS","0.541337","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","1/13/2016 09:05:11","g","RMS","0.687307","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\1M NDE H-ACC","1/7/2016 10:27:12","g","RMS","0.580035","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","8/9/2016 09:18:16","mm/s","Peak","0.849902","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","7/26/2016 09:07:07","mm/s","Peak","0.902966","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","7/25/2016 23:12:40","mm/s","Peak","1.304285","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","7/1/2016 09:16:34","mm/s","Peak","1.018098","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","6/21/2016 09:28:05","mm/s","Peak","1.454970","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","6/7/2016 09:04:48","mm/s","Peak","1.926557","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","5/24/2016 09:05:20","mm/s","Peak","2.128895","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","5/10/2016 09:04:22","mm/s","Peak","2.479171","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","4/26/2016 09:09:13","mm/s","Peak","1.431929","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","4/12/2016 08:40:20","mm/s","Peak","0.843226","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","4/8/2016 10:20:49","mm/s","Peak","0.541398","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","4/1/2016 15:30:28","mm/s","Peak","0.874088","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","3/31/2016 16:49:28","mm/s","Peak","0.853298","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","3/30/2016 09:21:38","mm/s","Peak","3.063448","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","3/29/2016 09:01:35","mm/s","Peak","3.417310","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","3/16/2016 09:26:24","mm/s","Peak","3.334605","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","1/25/2016 09:23:37","mm/s","Peak","1.962722","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","1/13/2016 09:05:30","mm/s","Peak","2.071673","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE V-VEL","1/7/2016 10:27:34","mm/s","Peak","2.384335","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\2M DE H-VEL","8/9/2016 09:18:28","mm/s","Peak","2.369991","1"
